State of Charge (Start %),State of Charge (End %),Temperature (°C),Energy Consumed (kWh),Charging Rate (kW),Charging Duration (hours),Charging End Time,heure_connexion,heure_liberation,weekday,is_weekend,is_night,h_sin,h_cos,carbon_gco2,carbon_score,co2_total_g,user_lat,user_lon,zone_tarifaire,zone_norm
14.618902372078484,85.85749415419053,34.26261127319235,22.564929484106763,4.46482262892762,2.0578886215204486,2024-01-01 14:55:00,12,14,0,0,0,1.2246467991473532e-16,-1.0,210,0.706,4738.63519166242,36.85012820520889,10.158266230936874,1,0.5
19.20544694977322,51.62648272929986,23.662965362338845,34.256452908516025,5.523688619042968,3.0655847520228034,2024-01-01 13:00:00,9,13,0,0,0,0.7071067811865476,-0.7071067811865475,290,0.471,9934.371343469647,36.82933113175441,10.184647214952566,1,0.5
25.775415389763285,69.2012290988145,34.11034863859677,16.56106432522506,19.76909871755716,3.5909657181461028,2024-01-01 15:54:00,12,15,0,0,0,1.2246467991473532e-16,-1.0,210,0.706,3477.823508297263,36.810150250494786,10.185517387678464,2,1.0
10.677153729384765,72.40347015226732,-8.30213689912669,27.354317884610715,11.112498841670842,2.703286127534274,2024-01-01 17:19:00,14,17,0,0,0,-0.4999999999999997,-0.8660254037844388,215,0.691,5881.178345191303,36.816510229821226,10.156815150271171,1,0.5
67.59197091077596,89.94222936485875,4.41532961880046,24.726937680708804,49.40273861566977,3.4586802787724484,2024-01-01 18:02:00,14,18,0,0,0,-0.4999999999999997,-0.8660254037844388,215,0.691,5316.291601352393,36.85132237219473,10.136792038362781,1,0.5
57.59519511951953,74.96195034708379,18.40570905025936,23.824040473705303,6.614280124746195,0.8482182678183041,2024-01-01 20:13:00,19,20,0,0,0,-0.9659258262890684,0.2588190451025203,440,0.029,10482.577808430333,36.80034525208703,10.226384189108549,1,0.5
16.545512365179043,77.93632713949575,33.980310103059054,50.27906667357191,30.489960233968677,3.16887289218907,2024-01-01 22:54:00,19,22,0,0,0,-0.9659258262890684,0.2588190451025203,440,0.029,22122.78933637164,36.729910305524974,10.167475204790264,0,0.0
49.02423910950519,64.48187393759193,39.95893731677202,49.19642958971384,19.194882837079632,2.5628173042684104,2024-01-02 01:02:00,22,1,1,0,1,-0.5000000000000004,0.8660254037844384,200,0.735,9839.285917942767,36.83243308596578,10.20017557420915,1,0.5
19.23313912730544,74.00615088095063,3.580839953900103,68.44712632026376,49.71030696901287,2.0714292092234388,2024-01-01 23:31:00,21,23,0,0,1,-0.7071067811865477,0.7071067811865474,300,0.441,20534.13789607913,36.7842350493878,10.162564241747594,1,0.5
34.72763909597674,54.40205038521579,20.37856231027433,31.68448458657448,48.64872319079225,2.4396779381538938,2024-01-02 04:35:00,2,4,1,0,1,0.49999999999999994,0.8660254037844387,115,0.985,3643.7157274560655,36.852483376430754,10.206440531739544,1,0.5
29.207671702279008,85.00810624066354,12.333415373869066,56.59325685914933,45.81173100244055,3.153257254972797,2024-01-02 07:58:00,4,7,1,0,1,0.8660254037844386,0.5000000000000001,115,0.985,6508.224538802173,36.85058076309701,10.19613918047989,1,0.5
31.320786979519863,78.05665281794616,8.352906076534808,19.473800595427143,7.043936342279247,1.435532787267766,2024-01-02 09:54:00,8,9,1,0,0,0.8660254037844387,-0.4999999999999998,310,0.412,6036.878184582414,36.811148422770906,10.15391047929812,1,0.5
23.603991432132744,88.2000728013921,39.38401391534167,16.136238725396332,21.517815048554308,1.306927271746284,2024-01-02 09:58:00,8,9,1,0,0,0.8660254037844387,-0.4999999999999998,310,0.412,5002.234004872863,36.77986642757109,10.197703690792014,1,0.5
22.881466625938916,51.43427868199236,13.991597483206988,60.06708508895625,7.651570046980447,0.9991001884039166,2024-01-02 12:03:00,11,12,1,0,0,0.258819045102521,-0.9659258262890682,230,0.647,13815.429570459937,36.74707610595328,10.250214012115915,0,0.0
41.87247964240577,79.64797277486439,28.429807376567297,57.72437946101146,4.48564710517362,1.8735815970397776,2024-01-02 13:32:00,11,13,1,0,0,0.258819045102521,-0.9659258262890682,230,0.647,13276.607276032635,36.796062635520215,10.229508034562462,1,0.5
24.49220858439769,73.38017572592224,59.931973865971024,37.37451606078376,18.865801960923783,2.8916769844807484,2024-01-02 14:16:00,11,14,1,0,0,0.258819045102521,-0.9659258262890682,230,0.647,8596.138693980265,36.81119046907312,10.175834956593466,2,1.0
49.27538752823665,94.59708190417813,33.92957037271362,73.38661952275571,38.45083190087793,1.0404523051899732,2024-01-02 13:43:00,12,13,1,0,0,1.2246467991473532e-16,-1.0,210,0.706,15411.190099778698,36.84257139546353,10.169396224497376,1,0.5
17.040420024456118,56.07865100803714,-3.191455365646359,68.17785003637414,23.31161908295264,3.2424460582484915,2024-01-02 16:50:00,13,16,1,0,0,-0.2588190451025208,-0.9659258262890683,200,0.735,13635.570007274828,36.79743091748274,10.160624946419514,1,0.5
28.252298260726327,96.287092238838,19.78108389153856,39.398742356080696,20.46036486895017,2.3977153605176023,2024-01-02 18:15:00,15,18,1,0,0,-0.7071067811865471,-0.7071067811865479,240,0.618,9455.698165459367,36.763899461884634,10.227278726826544,1,0.5
36.636852158024986,66.97610432369274,39.41613092437325,12.049319706245154,29.468944357780007,1.373881357931789,2024-01-02 20:53:00,19,20,1,0,0,-0.9659258262890684,0.2588190451025203,440,0.029,5301.700670747868,36.75531189428125,10.158316843510654,1,0.5
15.144122471302746,84.3423268685863,22.069470800563764,77.0536063752363,8.388039538136447,3.030202685230273,2024-01-02 19:45:00,16,19,1,0,0,-0.8660254037844384,-0.5000000000000004,290,0.471,22345.545848818525,36.865023261856955,10.20796169798089,1,0.5
49.29876550655081,90.97067522699976,-0.0390790306437483,46.80719594482398,16.91833198373123,3.877992452581901,2024-01-02 22:53:00,19,22,1,0,0,-0.9659258262890684,0.2588190451025203,440,0.029,20595.16621572255,36.793357770951665,10.163910399243665,1,0.5
63.035941874368895,81.75095350359373,3.194124642496231,67.47546614008147,49.60079964847686,2.1051170788531968,2024-01-03 01:06:00,22,1,2,0,1,-0.5000000000000004,0.8660254037844384,200,0.735,13495.093228016292,36.7689161391985,10.167770782171313,1,0.5
76.12005335845825,76.68243090588436,27.895176779200867,30.710934027103814,6.35266144526304,1.6336686079712066,2024-01-02 23:37:00,21,23,1,0,1,-0.7071067811865477,0.7071067811865474,300,0.441,9213.280208131144,36.829824710674956,10.192654332444924,1,0.5
27.196196012553663,86.89391764029943,5.37807958403098,8.713190575944605,49.2753455894196,2.2095428234972503,2024-01-03 03:40:00,1,3,2,0,1,0.25881904510252074,0.9659258262890683,120,0.971,1045.5828691133527,36.80011779159358,10.21037025234443,1,0.5
13.873858113381532,93.62842306259267,30.69198380180764,9.06588081544948,40.17800199145749,0.5123781829612861,2024-01-03 02:48:00,2,2,2,0,1,0.49999999999999994,0.8660254037844387,115,0.985,1042.5762937766901,36.77963600316419,10.204625108812149,1,0.5
17.38966714207173,73.4380396237612,-7.719425911074026,65.98624912728606,46.27844331315938,3.3138023577161824,2024-01-03 05:35:00,2,5,2,0,1,0.49999999999999994,0.8660254037844387,115,0.985,7588.418649637897,36.791175845872935,10.193210948305259,1,0.5
27.69749248619649,70.51026724863107,19.703359179359488,17.769436409407696,34.45824193725993,3.3140797633169585,2024-01-03 07:55:00,4,7,2,0,1,0.8660254037844386,0.5000000000000001,115,0.985,2043.485187081885,36.80565453314984,10.166172214563032,2,1.0
13.48827068689701,82.69521185847714,3.0428293410416227,50.26893407436542,36.303372348344666,1.6783584198879236,2024-01-03 09:33:00,7,9,2,0,0,0.9659258262890683,-0.25881904510252063,280,0.5,14075.301540822316,36.819349956115914,10.204741849572015,1,0.5
56.91742176324378,57.46568225034442,38.46677944602198,77.86372676031044,47.15400980350788,0.9179022472670976,2024-01-03 12:59:00,12,12,2,0,0,1.2246467991473532e-16,-1.0,210,0.706,16351.382619665193,36.81557415693219,10.193840027286928,2,1.0
26.156597950855197,89.92458852765273,33.05773080632935,71.28000416235402,40.61639923013172,2.413754936898993,2024-01-03 12:15:00,9,12,2,0,0,0.7071067811865476,-0.7071067811865475,290,0.471,20671.201207082664,36.79561776502039,10.181577135472946,2,1.0
33.255985091753644,51.50113226723436,38.65644395728205,21.82768817738645,26.50712322152529,2.082100007126398,2024-01-03 14:22:00,12,14,2,0,0,1.2246467991473532e-16,-1.0,210,0.706,4583.814517251154,36.78632618656672,10.212702587351611,1,0.5
53.00518532661712,59.90164627311141,6.17125670947679,46.1951370011332,47.87752355760527,0.6505075790560018,2024-01-03 16:50:00,16,16,2,0,0,-0.8660254037844384,-0.5000000000000004,290,0.471,13396.589730328627,36.78210561153867,10.208055626236268,1,0.5
27.1746153338806,92.14463369734484,7.9416880917232575,76.93342189972203,34.17685550275657,2.1234202003251825,2024-01-03 18:42:00,16,18,2,0,0,-0.8660254037844384,-0.5000000000000004,290,0.471,22310.69235091939,36.81182278426761,10.193172819065971,2,1.0
7.520444726979813,67.79787265012489,16.483705935041975,37.06292777850246,15.230062587672052,1.6090994326029475,2024-01-03 21:04:00,19,21,2,0,0,-0.9659258262890684,0.2588190451025203,440,0.029,16307.688222541083,36.75759404959102,10.171703170669623,1,0.5
22.48839981099202,86.77766611416524,-7.332648303750763,67.69516175123809,32.97506874142168,0.8575824648349768,2024-01-03 21:30:00,20,21,2,0,0,-0.8660254037844386,0.5000000000000001,380,0.206,25724.161465470475,36.82038346766577,10.181253703531912,2,1.0
34.89904374917877,92.355661174546,7.662649708995332,61.13047583037784,23.281804960483075,0.947277208902377,2024-01-04 00:36:00,23,0,3,0,1,-0.25881904510252157,0.9659258262890681,160,0.853,9780.876132860454,36.810369487322724,10.166282966143152,2,1.0
15.67448546968074,96.59770241767578,19.21316448676773,22.88203842151127,29.98922250219449,1.5694707135750048,2024-01-04 02:24:00,0,2,3,0,1,0.0,1.0,130,0.941,2974.664994796465,36.8406820205363,10.18614006500939,1,0.5
31.54918220388392,97.46254098173988,28.637604322914584,12.894887186031896,40.88409889822898,0.5815047780490367,2024-01-04 02:32:00,1,2,3,0,1,0.25881904510252074,0.9659258262890683,120,0.971,1547.3864623238276,36.76945522538939,10.212747051664557,1,0.5
41.089044871443264,74.39951852877809,20.014324466284243,69.16916705566726,5.557358509328086,2.285242161327478,2024-01-04 04:22:00,2,4,3,0,1,0.49999999999999994,0.8660254037844387,115,0.985,7954.454211401735,36.81857024923533,10.180321960268861,2,1.0
39.51761676284298,71.27176463552543,39.83142977123109,31.218889683829406,30.02591267156402,3.340997592022919,2024-01-04 08:40:00,5,8,3,0,1,0.9659258262890683,0.25881904510252074,130,0.941,4058.455658897823,36.78913451005707,10.122083032267932,1,0.5
38.12132999285809,81.19721083979802,-4.932743443178868,30.651699818598622,28.522353335495254,1.0288186666188504,2024-01-04 09:55:00,8,9,3,0,0,0.8660254037844387,-0.4999999999999998,310,0.412,9502.026943765573,36.79715342403618,10.204563119331985,1,0.5
88.09676846371462,96.1305685919979,15.060622448535312,59.9864767329939,23.417921150036506,3.729365399834844,2024-01-04 07:41:00,3,7,3,0,1,0.7071067811865475,0.7071067811865476,110,1.0,6598.512440629329,36.80818496026689,10.16886017238026,2,1.0
55.07217407784221,62.93578010941694,2.5542438030517296,51.67374779364138,46.59567841482084,0.6917553642371982,2024-01-04 11:05:00,10,11,3,0,0,0.49999999999999994,-0.8660254037844387,260,0.559,13435.174426346759,36.7715455047765,10.167420677911627,1,0.5
26.654722048049937,63.71062691853387,5.803389498206,32.83295683246542,44.492366139662046,3.4086383448749484,2024-01-04 13:54:00,10,13,3,0,0,0.49999999999999994,-0.8660254037844387,260,0.559,8536.568776441009,36.76041268941168,10.239912959284611,0,0.0
49.87203405296153,54.26143302124692,1.8254496871976087,57.92445004054599,12.538161906875358,1.261117292569857,2024-01-04 13:09:00,11,13,3,0,0,0.258819045102521,-0.9659258262890682,230,0.647,13322.623509325578,36.85114756581387,10.167092738747852,1,0.5
78.43462826424621,97.7254403635819,10.401511433472187,21.65616411567424,32.95451081519971,1.8944268875741128,2024-01-04 16:26:00,14,16,3,0,0,-0.4999999999999997,-0.8660254037844388,215,0.691,4656.075284869961,36.86337667528092,10.165802471698452,1,0.5
73.62283683904118,83.05427335844938,-4.572249344016912,41.01058174547109,45.32010959769544,3.3669557754635044,2024-01-04 15:54:00,12,15,3,0,0,1.2246467991473532e-16,-1.0,210,0.706,8612.222166548929,36.84186338713479,10.212136742295014,1,0.5
47.99218334647701,85.86518688525221,7.516861653406636,27.84315247164263,17.00464384697846,2.543139660740745,2024-01-04 18:53:00,16,18,3,0,0,-0.8660254037844384,-0.5000000000000004,290,0.471,8074.514216776362,36.838133551807935,10.175163820491054,1,0.5
13.667240803504384,96.3460346157945,27.813135549380647,28.440773917754164,42.42512683318396,1.0796586545757096,2024-01-04 21:41:00,20,21,3,0,0,-0.8660254037844386,0.5000000000000001,380,0.206,10807.494088746582,36.794404691590806,10.177887800840068,2,1.0
50.31669101477427,93.89345034552564,37.89979105281139,68.57302471319414,5.454692701854564,2.9303906461796965,2024-01-04 22:52:00,19,22,3,0,0,-0.9659258262890684,0.2588190451025203,440,0.029,30172.130873805425,36.84317335211147,10.137120520601103,1,0.5
51.794505043999976,64.55436324971151,-1.7198500093383,71.61568949106118,31.271844526976924,3.5150120063589623,2024-01-04 23:30:00,19,23,3,0,0,-0.9659258262890684,0.2588190451025203,440,0.029,31510.90337606692,36.835799171094514,10.159857061132847,1,0.5
42.73907176379696,72.96602310099009,16.808358267905795,7.930901450146639,44.12212998806049,2.3423957855284567,2024-01-05 01:51:00,23,1,4,0,1,-0.25881904510252157,0.9659258262890681,160,0.853,1268.944232023462,36.81719099191523,10.168036989606835,2,1.0
63.40496814289373,68.34785563762274,34.66345577088492,55.72920335411825,21.723067323519977,3.8290118099189465,2024-01-05 02:16:00,22,2,4,0,1,-0.5000000000000004,0.8660254037844384,200,0.735,11145.840670823649,36.806815000621626,10.231318226796835,1,0.5
47.1578609567738,66.19348839519058,15.627395920888151,31.046574961450595,28.004859152178906,0.6902816245406431,2024-01-05 03:33:00,2,3,4,0,1,0.49999999999999994,0.8660254037844387,115,0.985,3570.3561205668184,36.860076114817176,10.139001895527231,1,0.5
12.95698801764483,52.98996709630494,35.79315361674979,74.15366015953305,31.277429485665618,4.123064395584728,2024-01-05 06:12:00,2,6,4,0,1,0.49999999999999994,0.8660254037844387,115,0.985,8527.6709183463,36.766067228165724,10.147013378102287,1,0.5
64.41936676135445,73.23718921497326,19.63653156666094,41.264155052372864,29.081690927779928,3.6044547433316194,2024-01-05 12:35:00,8,12,4,0,0,0.8660254037844387,-0.4999999999999998,310,0.412,12791.888066235588,36.86480863556948,10.199811752929163,1,0.5
27.38119597524401,64.70149352773214,13.419629558552458,65.89318362199285,24.832132237509622,3.1462506357761653,2024-01-05 13:43:00,10,13,4,0,0,0.49999999999999994,-0.8660254037844387,260,0.559,17132.22774171814,36.78407635565678,10.210857018923381,1,0.5
24.998949637776327,90.02000106419143,31.873334471117047,13.262909019022482,47.67047064050836,3.069015227098616,2024-01-05 13:34:00,10,13,4,0,0,0.49999999999999994,-0.8660254037844387,260,0.559,3448.356344945845,36.864188260794414,10.148215673390915,1,0.5
48.61219346503014,95.83119935657344,32.30733828974979,36.13726899530781,36.3770757935734,2.4493464545125736,2024-01-05 18:14:00,15,18,4,0,0,-0.7071067811865471,-0.7071067811865479,240,0.618,8672.944558873874,36.78066322944836,10.140244465620482,1,0.5
64.06837901017158,83.78854260869758,42.73966105258837,29.16952953646135,28.504564541418848,1.837402025783315,2024-01-05 18:57:00,17,18,4,0,0,-0.9659258262890683,-0.25881904510252063,380,0.206,11084.421223855314,36.86380194859297,10.196529766965398,1,0.5
28.17984729471636,54.56240134495012,7.791379352167198,26.8691096120868,12.051836628241116,2.463684938333577,2024-01-05 21:34:00,19,21,4,0,0,-0.9659258262890684,0.2588190451025203,440,0.029,11822.408229318191,36.830573691873894,10.209583226503291,1,0.5
29.951321951186408,76.87588684727461,38.36358111720883,17.933479173039434,25.58416841581989,2.7822095659811867,2024-01-05 21:48:00,19,21,4,0,0,-0.9659258262890684,0.2588190451025203,440,0.029,7890.730836137351,36.834917559033215,10.205775408905595,1,0.5
47.80623479100282,79.3715143442941,-9.34537521505764,17.704737472368393,19.713679937800947,3.462571540834156,2024-01-06 01:49:00,22,1,5,1,1,-0.5000000000000004,0.8660254037844384,200,0.735,3540.9474944736785,36.82492238111038,10.193699712624007,1,0.5
36.884083700047405,73.96777838001219,-4.808919737189906,71.18526462073517,10.299799723961698,1.4256525513794889,2024-01-06 03:25:00,1,3,5,1,1,0.25881904510252074,0.9659258262890683,120,0.971,8542.23175448822,36.81779276593467,10.185923032049528,2,1.0
20.417448539505852,57.50198821454384,22.572011579091168,39.64439031543013,13.798289110981957,1.9257418407030744,2024-01-06 03:11:00,1,3,5,1,1,0.25881904510252074,0.9659258262890683,120,0.971,4757.326837851616,36.77351797628248,10.152176053682624,1,0.5
61.762801965366975,83.20780147452034,9.79124268086425,7.515940355911836,10.62138589036472,3.4168695993661142,2024-01-06 05:15:00,1,5,5,1,1,0.25881904510252074,0.9659258262890683,120,0.971,901.9128427094203,36.84629157690061,10.20056273579662,1,0.5
49.17384524132495,62.34186035083323,25.32047569840328,64.41904928508166,24.621651183384863,3.1900131034328947,2024-01-06 07:42:00,4,7,5,1,1,0.8660254037844386,0.5000000000000001,115,0.985,7408.190667784391,36.78566296420806,10.197778323504963,1,0.5
30.88322666455972,51.48089291088871,29.539063440210768,15.660564019843829,7.702187849236843,3.14065016250783,2024-01-06 11:35:00,8,11,5,1,0,0.8660254037844387,-0.4999999999999998,310,0.412,4854.774846151587,36.826668842710376,10.23574395431737,1,0.5
59.93299647263002,81.18398204407661,18.979822937317028,47.52745876259207,14.328175525274112,3.80489963875978,2024-01-06 13:15:00,9,13,5,1,0,0.7071067811865476,-0.7071067811865475,290,0.471,13782.9630411517,36.78340251776664,10.187281869894992,1,0.5
42.8353512271293,83.70937054043276,17.522727671566376,65.48719595789339,37.57728956063927,2.0662813799021897,2024-01-06 12:41:00,10,12,5,1,0,0.49999999999999994,-0.8660254037844387,260,0.559,17026.67094905228,36.786270020180275,10.191646764210553,1,0.5
40.14074746609202,63.34760037685963,-4.160747932993171,33.88719708294054,18.604260903972325,3.625604853300888,2024-01-06 16:19:00,12,16,5,1,0,1.2246467991473532e-16,-1.0,210,0.706,7116.311387417513,36.80745491674823,10.201053437851018,1,0.5
28.20501289429486,50.64036663152135,7.122847043805255,47.29002739188249,15.408979759429108,3.294730867342969,2024-01-06 15:08:00,11,15,5,1,0,0.258819045102521,-0.9659258262890682,230,0.647,10876.706300132973,36.78742461764863,10.181544130007362,1,0.5
35.889037420116495,90.8523127201585,0.5341116925185432,48.48756787108178,16.75976742648834,0.5639379356338684,2024-01-06 18:48:00,18,18,5,1,0,-1.0,-1.8369701987210297e-16,450,0.0,21819.405541986802,36.8267929988484,10.158498854363893,1,0.5
13.948323455933185,93.59847436377936,33.018171296489285,30.06513890238722,35.87112112811267,1.2674299555740305,2024-01-06 18:05:00,16,18,5,1,0,-0.8660254037844384,-0.5000000000000004,290,0.471,8718.890281692293,36.80025103733266,10.151554248153044,1,0.5
33.43975255292256,86.90439983944351,14.12322245819798,74.10645011572457,32.29091083148934,2.9654194045690128,2024-01-06 19:21:00,16,19,5,1,0,-0.8660254037844384,-0.5000000000000004,290,0.471,21490.870533560126,36.81838020137985,10.140308723471472,1,0.5
23.63676231573029,68.05817011355497,8.51163039714243,47.37743937319623,48.1603346331429,1.2995270359925628,2024-01-06 21:02:00,19,21,5,1,0,-0.9659258262890684,0.2588190451025203,440,0.029,20846.073324206343,36.76176227221883,10.234337983822595,1,0.5
34.86960937739784,77.63659352947695,3.849914000702734,45.99296137212069,30.603528099327637,2.845705702692192,2024-01-06 23:50:00,20,23,5,1,0,-0.8660254037844386,0.5000000000000001,380,0.206,17477.32532140586,36.81968175103793,10.204122869909687,1,0.5
61.8669056122019,92.68815020624268,-8.036309429298335,48.28787199679972,34.388042437016395,2.0735530968912244,2024-01-07 00:55:00,22,0,6,1,1,-0.5000000000000004,0.8660254037844384,200,0.735,9657.574399359944,36.811500204861176,10.16274917827946,1,0.5
38.19062072851722,82.43448922749442,12.737924554170815,78.69341922441535,36.56255636850435,2.8560625647309243,2024-01-07 02:18:00,23,2,6,1,1,-0.25881904510252157,0.9659258262890681,160,0.853,12590.947075906457,36.82555094310676,10.169788219180434,1,0.5
50.70024741009175,60.745990617404885,34.79282128606109,68.03002486170053,16.395516801190116,1.5169722905210936,2024-01-07 01:27:00,23,1,6,1,1,-0.25881904510252157,0.9659258262890681,160,0.853,10884.803977872085,36.877994343245916,10.184876725927193,1,0.5
45.02731340187831,77.80287971223682,38.96813600946469,40.24838259933458,33.732264264339975,3.635489899529857,2024-01-07 04:33:00,0,4,6,1,1,0.0,1.0,130,0.941,5232.289737913496,36.834834384609714,10.161833649115469,1,0.5
66.00513379945605,82.71272303828141,4.761855467358831,74.28073484499863,41.34180124259758,1.0613444684528497,2024-01-07 05:01:00,3,5,6,1,1,0.7071067811865475,0.7071067811865476,110,1.0,8170.88083294985,36.779115333236675,10.18352550571523,1,0.5
30.59535960979457,76.02826980706824,19.18928092352464,52.884130298910776,35.525961628694056,1.2769826575664145,2024-01-07 06:00:00,4,6,6,1,1,0.8660254037844386,0.5000000000000001,115,0.985,6081.674984374739,36.79265246185556,10.19158047227986,2,1.0
36.732618067770495,69.40761440444862,9.598491187054968,34.96988837156509,19.6515444967108,2.4966027035075133,2024-01-07 07:24:00,4,7,6,1,1,0.8660254037844386,0.5000000000000001,115,0.985,4021.5371627299855,36.80445275184026,10.208094746180787,1,0.5
46.86961641870514,67.95937767082825,15.16931484091992,55.91756316726556,6.638807142566019,2.553216595405557,2024-01-07 07:39:00,5,7,6,1,1,0.9659258262890683,0.25881904510252074,130,0.941,7269.283211744523,36.85790028164948,10.173336047319454,1,0.5
69.31359126903999,92.69136039163782,31.24889263000149,76.59801205371735,31.59720483051509,3.32083538932119,2024-01-07 11:37:00,8,11,6,1,0,0.8660254037844387,-0.4999999999999998,310,0.412,23745.38373665238,36.78415735533854,10.190043717974032,1,0.5
79.64988507290505,88.23701957020575,36.54506397911559,20.25597516487363,3.0234852824803093,1.3517035922154306,2024-01-07 11:39:00,10,11,6,1,0,0.49999999999999994,-0.8660254037844387,260,0.559,5266.553542867144,36.781706843840226,10.172218672213498,1,0.5
51.0715257268038,79.00243296681866,-3.0896176819195844,23.57128153810389,49.78371903386572,0.8419612388537623,2024-01-07 16:08:00,15,16,6,1,0,-0.7071067811865471,-0.7071067811865479,240,0.618,5657.107569144933,36.7741020547491,10.18671135558961,1,0.5
10.714395070146608,64.15980029037753,-2.5608008235031585,41.08911136063269,7.854182226306737,5.2203593752244375,2024-01-07 16:36:00,11,16,6,1,0,0.258819045102521,-0.9659258262890682,230,0.647,9450.495612945519,36.79336539865767,10.185889133380032,2,1.0
15.600515432835518,98.00224205841444,15.56371033278488,48.99847458311938,2.5609434336711026,3.7364814721594968,2024-01-07 17:25:00,13,17,6,1,0,-0.2588190451025208,-0.9659258262890683,200,0.735,9799.694916623876,36.79155902647923,10.196461808749358,1,0.5
27.840014483078228,52.20550797473095,35.09405876525552,10.2776080929522,45.68669179564876,2.361618351806849,2024-01-07 18:32:00,16,18,6,1,0,-0.8660254037844384,-0.5000000000000004,290,0.471,2980.506346956138,36.86438596161451,10.159362046592763,1,0.5
45.70606019537613,87.23241204777877,-9.09046835864223,45.57396766460627,11.089826996423842,3.265855665654016,2024-01-07 21:52:00,18,21,6,1,0,-1.0,-1.8369701987210297e-16,450,0.0,20508.285449072824,36.834982624207775,10.145387944234006,1,0.5
58.58472327585143,62.96258203508435,1.4966651775801347,69.1055463943984,22.98621553783393,3.275193659758267,2024-01-07 19:44:00,16,19,6,1,0,-0.8660254037844384,-0.5000000000000004,290,0.471,20040.608454375535,36.80912653724155,10.194011305089028,2,1.0
30.75797031727749,56.511397317926814,-5.598798540488655,14.495687027174723,21.24491493482296,2.546129258443054,2024-01-07 23:25:00,20,23,6,1,0,-0.8660254037844386,0.5000000000000001,380,0.206,5508.361070326395,36.83183088929204,10.182995717997995,1,0.5
27.017063596143707,85.53675893440291,12.629501276977535,54.64087910335184,19.709488492511117,3.2496621390652534,2024-01-08 00:01:00,20,0,0,0,0,-0.8660254037844386,0.5000000000000001,380,0.206,20763.5340592737,36.77649353957831,10.221941073412742,1,0.5
64.31430157283006,77.58261619096179,16.317675470507673,67.89119052685948,9.68468697592609,3.0072916928991527,2024-01-08 01:47:00,22,1,0,0,1,-0.5000000000000004,0.8660254037844384,200,0.735,13578.238105371895,36.76015686709667,10.208730963939637,1,0.5
76.22513954753002,85.77858051012342,-2.910447928547496,22.742594390832505,29.635980652736865,1.030563727656758,2024-01-08 03:15:00,2,3,0,0,1,0.49999999999999994,0.8660254037844387,115,0.985,2615.398354945738,36.84214089377057,10.26191712522307,0,0.0
